,Unnamed: 0,Id,Impact,Urgency,IncidentType,ServiceProcessed,MailSubject,MailTextBody,ManualGroups,Combined_Content
499,2932,INC000009821803,4-Minor/Localized,4-Low,Failure,EDA_S_BA_Mailbox,Outlook Problem Muster Max MXM,"liebe kolleginnen und kollegen der erste mitarbeiter dieser vertretung, herr Max Muster ded, hat ein problem mit dem outlook. während er auf seinem iphone alle e-mails erhält, fehlen ihm einige im outlook. die asset nr. seines computers ist 0 1 2 3 . ich danke ihnen bestens, dass sie sich diesem problem annehmen und sende freundliche grüsse",,outlook problem kolleginnen mitarbeiter vertretung ded problem outlook iphone emails fehlen outlook asset computers bestens problem annehmen senden
500,2931,INC000009821801,4-Minor/Localized,4-Low,Failure,EDA_S_APS_PC,Problem mit Notebook,"guten tag  seit gestern kann ich mein notebook nicht mehr aufladen. das heisst, zum arbeiten muss es immer am netzkabel angeschlossen sein.  kann das repariert werden oder muss mein notebook ausgetauscht werden?  ich bin bis und mit freitag auf einer dienstreise und ab montagmorgen wieder im büro. da ich täglich mobil arbeite, wäre ich ihnen sehr dankbar, wenn die reparatur oder der austausch direkt anfangs nächster woche erfolgen könnte.  freundliche grüsse",,problem notebook tag notebook aufladen heisst netzkabel anschließen reparieren notebook austauschen dienstreise montagmorgen büro täglich mobil arbeiten dankbar reparatur austausch anfangs nächst woche erfolgen
501,2929,INC000009821556,3-Moderate/Limited,3-Medium,Failure,EDA_S_BA_Mailbox,Unordnung in Outlook Struktur ,"guten abend  seit heute morgen ist meine outlook struktur in unordnung. der posteingang fehlt ganz. anscheinend besteht ein synchronisierungsproblem. es ist mir nicht möglich, so zu arbeiten. siehe foto in der beilage.  danke für die unterstützung  viele grüsse",Outlook,unordnung outlook struktur outlook struktur unordnung posteingang fehlen synchronisierungsproblem foto beilage unterstützung
502,2928,INC000009821484,4-Minor/Localized,4-Low,Failure,EDA_S_BA_UCC_Benutzertelefonie,Problem mit Lync,"sehr geehrte damen und herren  vor einer woche habe ich die arbeit in abidjan aufgenommen. seither habe ich probleme, mit lync innerhalt der elfenbeinküste zu telefonieren. wenn ich die nummer mit der landesvorwahl eingebe, kommt stets die ansage, die nummer wäre ungültig. meine kollegin kann jedoch ohne probleme die gleiche nummer anrufen. ebenfalls kann ich mit meiner lokalen nummer nicht auf mein lync anrufen.  im programm selbst wird folgende meldung angezeigt: [cid:image001.png@01d5ebf7.08e9b0c0]  kann das problem damit in verbindung gebracht werden? muss ich in den einstellungen etwas ändern?  vielen dank für ihre hilfe und freundliche grüsse",Benutzeranleitungen_Telefonie,problem lync woche arbeit abidjan aufnehmen probleme lync innerhalt elfenbeinküste telefonieren nummer landesvorwahl eingeben ansagen nummer ungültig probleme nummer anrufen lokal nummer lync anrufen programm meldung anzeigen problem verbindung einstellungen ändern hilfe
503,2927,INC000009821439,4-Minor/Localized,4-Low,Service Request,EDA_S_Order Management,FW: Acrobat-Lizenz?,"zur bearbeitung  gruss  marco reuter lernender kaufmann 3. lehrjahr  eidgenössisches departement für auswärtige angelegenheiten eda direktion für ressourcen dr informatik eda / it-governance und projekte / finanzen, controlling und administration  freiburgstrasse 0 1 2 3 , a 0 1 2 3 , 0 1 2 3 bern, schweiz tel. +0 1 2 3 https://www.admin.ch/>    from: dütschler https://www.admin.ch> sent: tuesday, february https://www.admin.ch> subject: acrobat-lizenz?  guten tag,  mein acrobat pro zeigt die meldung im anhang - können ihr schauen, dass mir der nicht abgestellt wird? merci!  liebe grüsse",,acrobatlizenz bearbeitung gruss lernend lehrjahr eidgenössisch departement auswärtig angelegenheiten direktion ressourcen informatik itgovernance projekte finanzen controlling administration freiburgstrasse schweiz tel from dütschler sent tuesday february subject acrobatlizenz tag acrobat zeigen meldung anhang schauen abstellen
504,2926,INC000009821130,4-Minor/Localized,4-Low,Service Request,EDA_S_APS_PC,Änderung einer Asset-Nummer,guten morgen liebe kolleginnen und kollegen  infolge austausch eines weiteren dell e6330 ist folgende mutation im remedy notwendig:  user:  replaced asset:  status of old asset:  new asset now in use:  roy  0 1 2 3 wiping to be completed in the coming days. thereafter locally disposed.  0 1 2 3 herzlichen dank im voraus für eine prompte aktualisierung des remedy.  liebe grüsse,,änderung assetnummer kolleginnen austausch dell mutation remedy notwendig user replaced asset status old asset asset now use wiping completed the coming days thereafter locally disposed herzlich voraus prompt aktualisierung remedy
505,2925,INC000009821125,3-Moderate/Limited,3-Medium,Failure,EDA_S_Netzwerk Ausland,MXM: coupure de réseau pour remplacement de la fibre,"chers collègues,  merci de noter la coupure de réseau à pau selon l’e-mail ci-dessous. la configuration ip restera la même.  merci de m’indiquer un correspondant pour orchestrer l’arrêt des serveurs etc.  cordialement  thomas vauclair administrateur du système informatique bureau c303 0 1 2 3 rue de grenelle, 0 1 2 3 paris tél. +33 (0)0 1 2 3 natel +33 (https://www.admin.ch> [https://www.admin.chrepresentations/ambassade-a-paris.html> [home-01] <https://www.facebook.com/ambassadesuisseparis/>  [home-02] <https://twitter.com/ambassadesuisse>  [home-03] <https://www.admin.ch>    from: _eda-rep paris ambassade sa sent: tuesday, february 18, 2020 3:45 pm to: https://www.admin.ch>; michelet https://www.admin.ch>; obrist https://www.admin.ch>; graber guillou https://www.admin.ch>; dorizzi https://www.admin.ch>; aebischer https://www.admin.ch>; quintas https://www.admin.ch> subject: activation de la fibre avec coupure réseau  remplace l’annonce précédente de ce jour chers collègues,  la dernière phase de l’activation de la nouvelle fibre bouygues va avoir lieu le jeudi 27.02 à partir de 16h, pour une durée maximale d’une heure et trente minutes. elle s’accompagnera d’une coupure du réseau estimée à un quart d’heure. merci d’en prendre bonne note ; vous pouvez coller la pièce jointe dans votre calendrier.  je reste présent pour toute question.  cordialement  thomas vauclair administrateur du système informatique bureau c303 0 1 2 3 rue de grenelle, 0 1 2 3 paris tél. +33 (0)0 1 2 3 natel +33 (https://www.admin.ch> [https://www.admin.chrepresentations/ambassade-a-paris.html> [home-01] <https://www.facebook.com/ambassadesuisseparis/>  [home-02] <https://twitter.com/ambassadesuisse>  [home-03] <https://www.admin.ch>",Smart_Device___MDM,coupure réseau pour remplacement fibre chers collègues noter coupure réseau selon lemail configuration restera même mindiquer correspondant pour orchestrer larrêt serveurs cordialement vauclair administrateur système informatique bureau grenelle paris tél natel home01 home02 home03 from _ edarep paris ambassade sent tuesday february guillou dorizzi aebischer subject activation fibre avec coupure réseau remplace lannonce précédente jour chers collègues dernière phase lactivation fibre bouygues avoir partir pour une durée maximale heure trente minutes saccompagnera coupure réseau estimée quart dheure prendre note vous pouvez pièce jointe dans votre calendrier présent pour toute question cordialement vauclair administrateur système informatique bureau grenelle paris tél natel home01 home02 home03
506,2924,INC000009820885,4-Minor/Localized,4-Low,Failure,EDA_S_APS_OS_BasisSW,PC-Probleme (Peripherie),"guten tag  leider ist der helpdesk im moment scheinbar telefonisch nicht erreichbar, deshalb kontaktiere ich sie per mail. ich kontaktiere sie bezüglich eines problems des pcs von herrn christian frutiger (dirketionsmitglied).  sein laptop läuft, jedoch funktioniert der grösste teil der peripherie nicht (externe tastatur, grosser bildschirm, telefon). wir haben sämtliche kabel schon ausgezogen und wieder eingesteckt und auch schon neustart versucht - leider half alles nichts.  wir bitten sie, das anschauen zu kommen.  seine pc-nummer ist 0 1 2 3 , büro a 0 1 2 3 .  kontakt wäre ich, ich bin seine assistentin.  besten dank und freundliche grüsse",,pcprobleme peripherie tag moment telefonisch erreichbar kontaktieren mail kontaktieren problems pcs herrn dirketionsmitglied laptop laufen funktionieren grösste teil peripherie externe tastatur bildschirm telefon ausziehen einstecken neustart versuchen helfen anschauen pcnummer büro kontakt assistentin gut
507,2923,INC000009820794,4-Minor/Localized,4-Low,Service Request,EDA_S_BA_Mailbox,Deaktivierung automatische Meldung auf Inbox _EDA-PD AMS Projektadministration,guten tag  aus unserer inbox _eda-pd ams projektadministration wird gegenwärtig eine automatische meldung versandt beim eingang eines mails. wir würden diese automatische meldung gerne deaktivieren (nicht löschen – eventuell brauchen wir sie später wieder). könnten sie die automatische abwesenheitsmeldung bitte deaktivieren?  vielen dank und freundliche grüsse,Outlook,deaktivierung automatische meldung inbox _ edapd projektadministration tag inbox _ edapd projektadministration gegenwärtig automatische meldung versenden eingang mails automatische meldung deaktivieren löschen eventuell automatische abwesenheitsmeldung deaktivieren
508,2922,INC000009820715,4-Minor/Localized,4-Low,Service Request,EDA_ANW_CH@World (MOSS),Probleme mit Registrierung,"guten tag miteinander  da ich nicht sicher bin, ob das team ch@world oder das team vom helpdesk zuständig ist, adressiere ich dieses mail an beide adressen.  können sie mir bitte mitteilen, wie sich neue user bei ch@world registrieren können?  herr christian frutiger, ftg, vize-direktor der deza und bereichsleiter globale zusammenarbeit, hätte gerne zugang zum ch@world.  besten dank und freundliche grüsse",CH@WORLD,probleme registrierung tag team chworld team zuständig adressieren mail adressen mitteilen user chworld registrieren ftg vizedirektor bereichsleiter global zusammenarbeit zugang chworld gut
509,2921,INC000009820476,3-Moderate/Limited,4-Low,Failure,EDA_ANW_SysP eDoc,Probleme mit Passmaschine,"guten tag in bern,  hier in abuja haben wir momentan ein problem mit unserer passmaschine. es scheint, als gäbe es einen wackelkontakt oder etwas ähnliches.  da wir hier nicht besonders viele passanträge bearbeiten, wird die passmaschine nach einem passtermin jeweils ausgeschaltet und erst kurz vor termin wieder eingeschaltet. nun ist es uns schon länger aufgefallen, dass der einschalteknopf sehr ‘zäh/hart’ ist. gleichzeitig leuchtet ein blitz auf, wenn man die maschine einschaltet. wie sie dem beiliegenden video entnehmen können, flackert das rote licht des knopfes und der bildschirm kommt nicht immer normal an. nach einer weile hat es bisher nun noch immer geklappt, aber wir machen uns etwas sorge, dass die maschine eines tages nicht mehr richtig anspringt.  in abuja gibt es sehr viele stromunterbrüche. wir haben den ups jedoch vor nicht allzu langer zeit ausgewechselt. wir schalten die maschine jeweils nur mit dem sub switch aus, nicht mit dem main switch.  kennen sie dieses problem eventuell?  ich danke ihnen im voraus für ihre hilfe.  freundliche grüsse",,probleme passmaschine tag abuja momentan problem passmaschine scheinen geben wackelkontakt passanträge passmaschine passtermin jeweils ausschalten termin einschalten lang auffallen einschalteknopf zähhart leuchten maschine einschalten beiliegend video entnehmen flackern knopfes bildschirm normal weile klappen maschine richtig anspringen abuja stromunterbrüche ups zeit auswechseln schalen maschine jeweils sub switch main switch problem eventuell voraus hilfe
510,2918,INC000009819414,4-Minor/Localized,4-Low,Service Request,EDA_S_Mobile Kommunikation,FW: Posts - iPhone 6 exchange,"liebe kollegin, lieber kollege,  ich beziehe mich auf die e-mail in zusammenhang mit den «end of life cycle» von iphone 6. bei dieser vertretung sind 4 mitarbeitende betroffen. die iphone 6 wurden uns vor einiger zeit gratis von der zentrale zur verfügung gestellt. deshalb möchte ich sie anfragen, ob das helpdesk bzw. der zuständige dienst uns allenfalls gebrauchte iphone 8 zur verfügung stellen könnte.  für ihre rückmeldung beziehungsweise weiterleitung meiner anfrage an den zuständigen dienst bedanke ich mich im voraus bestens.  mit freundlichen grüsse",,posts iphone exchange beziehen email zusammenhang end life cycle iphone vertretung mitarbeitend betreffen iphone zeit gratis zentrale verfügung stellen anfragen zuständig gebrauchen iphone verfügung rückmeldung beziehungsweise weiterleitung anfrage zuständig bedanken voraus bestens freundlich
511,2917,INC000009819412,4-Minor/Localized,4-Low,Failure,EDA_S_Mobile Kommunikation,Abo Mobilphone Botschafter Pietro Piffaretti - kein Internet in den Nachbarstaaten,"sehr geehrte damen und herren  am wochenende weilte botschafter pietro piffaretti in frankreich und hatte keine verbindung zum internet, konnte keine e-mails oder whatsapp zu lesen. pietro piffaretti sagt, dass er mit diesem handy-abo keine pakete für die nachbarstaaten kaufen kann, wenn er geschäftlich in ö, d, i oder f weilt.  als chef der abteilung länderbeziehungen ist er zuständig für alle nachbarstaaten, in welche er sehr häufig geschäftlich reisen muss.  könnten sie uns beraten, ob er allenfalls ein anderes mobilphone-abo benötigt.  vielen dank.  freundliche grüsse  eva züst assistentin des botschafters  eidgenössisches departement für auswärtige angelegenheiten eda direktion für europäische angelegenheiten dea abteilung länderbeziehungen  bundeshaus west, ch-0 1 2 3 bern tel. +0 1 2 3 https://www.admin.ch>  folg",Smart_Device___MDM|Notebook,mobilphone botschafter piffaretti internet nachbarstaaten wochenende weilen botschafter piffaretti frankreich verbindung internet emails whatsapp piffaretti handyabo pakete nachbarstaaten kaufen geschäftlich weilen chef abteilung länderbeziehungen zuständig nachbarstaaten geschäftlich beraten mobilphoneabo benötigen züst assistentin botschafters eidgenössisch departement auswärtig angelegenheiten direktion europäische angelegenheiten abteilung länderbeziehungen bundeshaus west ch0 tel folg
512,2916,INC000009819375,4-Minor/Localized,4-Low,Service Request,EDA_ANW_Intranet/Collaboration EDA,Änderung der Sprache innerhalb der Gruppe,"guten abend,  ich wollte die sprache dieser gruppe auf englisch wechseln. jedoch funktioniert es nicht. https://www.admin.charbeitsplattform/einstellungen  könnten sie mir hierbei helfen?  freundliche grüsse",,änderung sprache gruppe sprache gruppe englisch wechseln funktionieren
513,2915,INC000009819311,4-Minor/Localized,4-Low,Service Request,EDA_S_APS_OS_BasisSW,ARAS Notebook - Vertretung Ljubljana,"sehr geehrte damen und herren des helpdesks,  ich würde sie bitten, unseres aras notebook (asset nr. 0 1 2 3 ) neu zu aktivieren, weil es schon seit einigen monaten nicht benutzt worden ist.  besten dank und freundliche grüsse",,notebook vertretung ljubljana helpdesks notebook asset aktivieren monaten gut
514,2913,INC000009819196,4-Minor/Localized,4-Low,Service Request,EDA_S_APS_PC,neue Laptops,"guten tag  verschiedene meiner kollegen haben in letzter zeit neue pc’s erhalten.  habe das gefühl, auch mein dell laptop ist nicht mehr der neuste, nr. 0 1 2 3 . wird dieses gerät auch noch ersetzt werden?  mit freundlichen grüsse",,laptops tag verschieden letzt zeit pcs gefühl dell laptop neuste geraten ersetzen freundlich
515,2912,INC000009819128,4-Minor/Localized,4-Low,Service Request,EDA_S_Netzwerk Ausland,Wien Botschaft Erneuerung des Provider A1-Leitungsnetz,"liebe kolleginnen und kollegen  am nächsten 03.03.2020 wird es aufgrund der erneuerung des leitungsnetzes von anbieter a1 eine unterbrechung geben, und zwar von 08.00 bis 13.00 uhr.  ·     standort: schweizerische botschaft wien, prinz-eugen strasse 7-11a, 0 1 2 3 wien  ·     betroffene rufnummer: 0 1 2 3 , 0 1 2 3   ·     unsere anwesenheit ist nicht notwendig  bitte beachten sie, dass services wie telefonie, internet, datenleitungen, tv, aonalarmservices etc. innerhalb dieses zeitfensterns für kurze zeit unterbrochen sind und treffen sie bei bedarf entsprechende vorkehrungen. beigefügt ist die brief von unserem provider a1.  die verbindung mit dem kombv wird jedoch durch die hauptverbindung mit dem provider hutchison drei austria gmbh (drei austria) gewährleistet.  bitte geben sie diese informationen an die abteilung it-telekommunikation weiter.  viele dank und liebe grüsse",,botschaft erneuerung provider a1leitungsnetz kolleginnen nächst erneuerung leitungsnetzes anbieter unterbrechung uhr standort schweizerische botschaft prinzeugen strasse betroffen rufnummer anwesenheit notwendig beachten services telefonie internet datenleitungen aonalarmservices zeitfensterns kurze zeit unterbrechen treffen vorkehrungen beifügen brief provider verbindung kombv hauptverbindung provider austria austria gewährleisten informationen abteilung ittelekommunikation
516,2911,INC000009818726,4-Minor/Localized,4-Low,Service Request,EDA_S_APS_PC,FW: EDA Laptop,"guten tag  gemäss nachstehendem e-mail amtiere ich allem anschein nach als sponsor/manager für einen ehemaligen arbeitskollegen im kmz, der aktuell bei der osze in wien arbeitet und mit einer anfrage an mich gelangt ist, welche ich in unkenntnis der sachlage nicht beantworten kann.  wäre es ihnen möglich, die anfrage auf weiterverwendung des eda laptops bis ende august 2020 zu prüfen oder an die zuständige stelle zwecks antwort an herrn tanner weiterzuleiten.  besten grüsse  From: rinaldi https://www.admin.ch>> sent: 24 february 2020 10:09 https://www.admin.ch>> subject: re: eda laptop  sehr geehrter herr tanner,  es tut mir leid, aber ich kann nicht auf ihre anfrage antworten, da ihr account nicht in meiner verantwortung liegt.  nach den mir vorliegenden informationen ist die person, die als ihr manager oder sponsor bestimmt wurde, herr philippe schär (sph), bern effingerstrasse 27 (abteilung sts).  bitte wenden sie sich direkt an ihn, um eine umfassende antwort zu erhalten.  im falle von problemen oder weiteren aktualisierungen gebe ich ihnen auch bis diese zeitraum gerne meinen technischen unterstützung.  ich hoffe ihnen gleich geholfen zu haben!  freundlichen grüssen  sebastiano rinaldi ict system-administrator schweizerische botschaft in österreich prinz eugen-strasse 9a, 0 1 2 3 wien tel.:    +0 1 2 3 mobil:   +0 1 2 3 lync:   +41 https://www.admin.ch> p please consider the environment before printing this email this e-mail may contain trade secrets or privileged, undisclosed or otherwise confidential information. if you have received this e-mail in error, you are hereby notified that any review, copying or distribution of it is strictly prohibited. please inform us immediately and destroy the original transmittal. thank you for your cooperation.    https://www.admin.ch>> sent: monday, february 24, 2020 9:20 am to: rinaldi https://www.admin.ch>> subject: eda laptop  lieber herr rinaldi  ich werde auf ende monat beim eda pensioniert, aber werde noch bis august bei der osze bleiben, weiterhin abdetachiert durch den bund (vbs). ich möchte sie anfragen, ob es möglich ist den laptop bis zum ende meiner mission bei der osze (7.8.20) zu behalten?  best dank",,laptop tag nachstehend email amtieren anschein sponsormanager ehemalig arbeitskollegen kmz aktuell osze arbeiten anfrage langen unkenntnis sachlage beantworten anfrage weiterverwendung laptops prüfen zuständig zwecks antwort herrn weiterleiten gut from sent february subject laptop anfrage antworten account verantwortung vorliegend informationen person manager sponsor schär sph effingerstrasse abteilung sts wenden umfassend antwort problemen aktualisierungen geben zeitraum technisch unterstützung hoffen helfen freundlich grüssen ict systemadministrator schweizerische botschaft österreich eugenstrasse tel mobil lync please consider the environment before printing this email this email contain trade secrets privileged undisclosed otherwise confidential you have received this email error you are hereby notified that any review copying distribution strictly prohibited please inform immediately destroy the original transmittal thank you your cooperation sent monday february subject laptop pensionieren osze abdetachiert bund vbs anfragen laptop mission osze
517,2910,INC000009818267,4-Minor/Localized,4-Low,Service Request,EDA_S_BA_Account,Zugriff auf E-Mail,"liebe kolleginnen, liebe kollegen  momentan ist eine meiner tätigkeiten das versenden der diplome für super user.  dies geht natürlich nicht über meine e-mail, sondern über die drkommunikationundausbildunggvphttps://www.admin.ch<mailto:drkommunikationundausbildunggvphttps://www.admin.ch> e-mail.  leider habe ich zurzeit keinen zugriff auf diese e-mail und würde mich freuen, wenn sie mir den zugriff freischalten könnten.  vielen dank",,zugreifen email kolleginnen momentan tätigkeiten versenden diplome super user email email zurzeit zugreifen email freuen zugreifen freischalten
518,2909,INC000009817762,4-Minor/Localized,3-Medium,Service Request,EDA_S_Netzwerk Ausland,Stromunterbruch am 05.03.2020 im Generalkonsulat in Sydney,"liebe kolleginnen und kollegen    wir wurden von unserem vermieter informiert, dass es in der nacht vom 04.03.2020 auf 05.03.2020 zu einem stromunterbruch kommen wird. es wurde uns eine zeit von 00.30 bis 06.00 uhr lokalzeit angegeben. das informationsschreibe habe ich diesem email beigelegt. bitte beachtet, dass zwischen bern und sydney ein zeitunterscheid besteht!    da dies die kapazität der verschieden usv überschreitet müssen wohl diverse geräte vorsorglich runtergefahren und danach wieder hochgefahren werden. darf ich euch bitten uns zu informieren wie wir vorgehen sollen und welche system von bern aus runter- resp. wieder hochgefahren werden.    besten dank und sonnige grüsse",,stromunterbruch generalkonsulat kolleginnen vermieter informieren stromunterbruch zeit uhr lokalzeit angeben informationsschreibe email beilegen beachten zeitunterscheid kapazität verscheiden usv überschreiten divers geräte vorsorglich runtergefahren hochfahren informieren vorgehen system resp hochfahren gut sonnig
519,2908,INC000009817407,4-Minor/Localized,4-Low,Failure,EDA_ANW_eVERA,Abfrage,"sehr geehrte damen und herren  wenn ich die ripol abfrage machen möchte, kommt immer folgende meldung:  [cid:image001.png@01d5eb17.bab35df0]  ich kann mich beim isa etc. einloggen, nur bei evera funktioniert es nicht (vission+ ebenfalls, aber dort habe ich die möglichkeit mit dem windows login fortzufahren).  vielen dank für ihre kenntnisnahme.  freundliche grüsse",eVera,abfragen ripol abfragen meldung isa einloggen funktionieren vission möglichkeit windows login fortzufahren kenntnisnahme
520,2907,INC000009817401,4-Minor/Localized,4-Low,Service Request,EDA_S_Order Management,1. Arbeitstag  24.02.2020_Christophe Häsler HCH,liebes helpdesk-team  darf ich nachfragen. ich habe letzte woche den eorder gemacht für folgendes:   -    zugriff auf das k-laufwerk (asien & pazifik)  -    zugriff auf die abteilungsmailbox  -    e-mail https://www.admin.ch>  ist dies bereits erledigt?  vielen dank,,arbeitstag häsler hch lieb helpdeskteam nachfragen woche eorder zugreifen klaufwerk asien pazifik zugreifen abteilungsmailbox email erledigen
521,2906,INC000009817177,4-Minor/Localized,4-Low,Service Request,EDA_S_Order Management,EDA Arbeitszeugnis Tool,"sehr geehrte damen und herren,  ich bitte sie um zuteilung des «eda arbeitszeugnis tools».  besten dank und freundliche grüsse",,arbeitszeugnis tool zuteilung arbeitszeugnis tools gut
522,2904,INC000009816623,4-Minor/Localized,4-Low,Service Request,EDA_S_Netzwerk Ausland,KOMBV4: Neuer externer Anschluss mit Anbieter (Bougyes) ,"sehr geehrte damen und herren unser provider, bougyes, ist daran, unser kombv4 mit einem neuen businessanschlussstelle zu verbinden. für diesen zweck wurde ein neues fiberkabel von aussen bis zum serverraum gezogen sowie ein verteiler im rack eingebaut (siehe fotos). letzteres wurde aber mit unserem system noch nicht verbunden. ich wollte ihnen dieses vorhaben vorerst anhand einiger fotos illustrieren. bitte lassen sie mich wissen, ob wir die umschaltung in die wege leiten können. sie würde unter aufsicht eines bougyes-technikers stattfinden. für ihre ermächtigung und allfälligen instruktionen danke ich ihnen im voraus. mit freundlichen grüsse",,kombv4 extern anschluss anbieter bougyes provider bougyes kombv4 businessanschlussstelle verbinden zweck fiberkabel aussen serverraum ziehen verteiler rack einbauen fotos system verbinden vorhaben vorerst anhand fotos illustrieren wissen umschaltung leiten aufsicht bougyestechnikers stattfinden ermächtigung allfälligen instruktionen voraus freundlich
523,2903,INC000009816403,4-Minor/Localized,3-Medium,Service Request,EDA_S_Order Management,FW: NEW YORK: Neuanstellung Sarah Martina Zemp per 1. März 2020 (Lokalangestellte),"liebes helpdesk  nach rücksprache mit der sektion lokalpersonal wenden wir uns ans sie.  wie sie aus dem unten stehenden e-mail ersehen können, wird frau sara zemp am 1. märz ihre neue stelle bei der mission un new york antreten (lokalangestellte). bis ende monat ist sie noch bei der aio angestellt.  es ist wichtig, dass ihr account auf keinen fall deaktiviert wird (wechsel bern -> new york), da frau zemp die erste märz woche bei der sektion kandidaturen und bei der ams in bern noch intern «ausgebildet» wird.  herr böni hat den «move» bereits eingegeben. müssen wir von unserer seite her noch etwas unternehmen um einen reibungslosen übergang zu gewährleistet.  für eventuelle koordinationsfragen stehen ihnen alfred böni und alessandro masiello gerne zur verfügung.  für ihre mitarbeit grüsse  From: https://www.admin.ch>> sent: friday, february 21, 2020 7:24 am to: masiello https://www.admin.ch>> cc: https://www.admin.ch>>; _eda-rep new york cg https://www.admin.ch>>; https://www.admin.ch>>; meier https://www.admin.ch>> subject: re: new york: neuanstellung sarah martina zemp per 1. märz 2020  sehr geehrter herr masiello  vielen dank für die vertragsunterlagen von frau zemp. wir werden die systemerfassung so rasch wie möglich vornehmen, bitten sie jedoch auch um verständnis, dass wir aktuell mit einem sehr hohen auftragsaufkommen und einer knappen ressourcensituation sehr stark ausgelastet sind.  in bezug auf den account möchte ich ihnen jedoch mitteilen, dass lokalangestellte und hochschulpraktikanten im ausland im sap einer separaten personalkategorie zugeordnet sind und frau zemp deshalb auch eine neue personalnummer erhalten wird. dies wirkt sich auch auf die it-zugriffe aus, auf die wir leider keinen einfluss haben. hier bitte ich sie, sich direkt an den helpdesk wenden um einen sauberen übergang der zugriffe, kürzel etc. zu gewährleisten.  gerne stehen wir ihnen bei fragen zur verfügung.  freundliche grüsse  karin zbinden hr-spezialistin lokalpersonal  eidgenössisches departement für auswärtige angelegenheiten eda direktion für ressourcen dr personal eda / hr-beratung / lokal- und honorarpersonal  freiburgstrasse 0 1 2 3  – a 0 1 2 3 , 0 1 2 3 bern tel.: +https://www.admin.ch>  from: masiello https://www.admin.ch>> sent: friday, february 21, 2020 12:27 am to: https://www.admin.ch>> cc: https://www.admin.ch>>; _eda-rep new york cg https://www.admin.ch>>; https://www.admin.ch>>; meier https://www.admin.ch>> subject: neuanstellung sarah martina zemp per 1. märz 2020  sehr geehrte dame sehr geehrter herr  im anhang finden sie die dokumente für die neuanstellung von frau sarah martina zemp per 1. märz 2020.  frau zemp arbeitet bis ende februar bei der aio. anschliessend wird sie bei der aio sektion kandidaturen und bei der ams noch intern «ausgebildet». aus diesem grund bitten wir sie, sicherzustellen, dass das account von frau zemp nicht deaktiviert wird (einen reibungslosen übergang gewährleistet wird).  die neue stellenbeschreibung von frau zemp ist zur zeit noch in bearbeitung. wir werden ihnen die überarbeitete stellenbeschreibung so schnell als möglich zustellen.  für allfällige fragen stehen wir ihnen gerne zur verfügung und bedanken uns für ihre mitarbeit.  freundliche grüsse",Mitnahme_der_persönlichen_Daten_bei_Versetzung,york neuanstellung zemp lokalangestellte lieb rücksprache sektion lokalpersonal wenden stehend email ersehen zemp mission york antreten lokalangestellte aio anstellen account deaktiviert wechsel york zemp woche sektion kandidaturen intern ausbilden böni move eingeben unternehmen reibungslos übergang gewährleisten eventuelle koordinationsfragen böni verfügung mitarbeit from sent friday february _ edarep york subject york neuanstellung zemp vertragsunterlagen zemp systemerfassung vornehm verständnis aktuell hoch auftragsaufkommen knapp ressourcensituation auslasten bezug account mitteilen lokalangestellte hochschulpraktikanten sap separat personalkategorie zuordnen zemp personalnummer wirken itzugriffe einfluss wenden sauber übergang zugreifen kürzel gewährleisten fragen verfügung hrspezialistin lokalpersonal eidgenössisch departement auswärtig angelegenheiten direktion ressourcen personal hrberatung lokal honorarpersonal freiburgstrasse tel from sent friday february _ edarep york subject neuanstellung zemp dame anhang dokumente neuanstellung zemp zemp arbeiten aio anschliessend aio sektion kandidaturen intern ausbilden sicherstellen account zemp deaktiviert reibungslos übergang gewährleisten stellenbeschreibung zemp zeit bearbeitung überarbeitet stellenbeschreibung zustellen allfällige fragen verfügung bedanken mitarbeit
524,2902,INC000009815869,4-Minor/Localized,4-Low,Service Request,EDA_S_Mobile Kommunikation,Mobile device BOG: Gerät gestohlen,"guten tag aus bogota  darf ich sie höflich bitten, das folgende gerät als asset im eorder zu löschen:  0 1 2 3 provider_eda_hardware  mobile communication  smartphone  iphone 7 128gb  <unknown>, iphone 7 128gb, 0 1 2 3 deployed  eda-dr  bogota  zeller mathias zet  zet  eda_mobile device    grund: gerät wurde gestohlen. siehe beiliegende nachricht.  vielen dank und freundliche grüsse",,mobil device geraten stehlen tag bogota höflich geraten asset eorder löschen provider_eda_hardware mobil communication smartphone iphone unknown iphone deployed edadr bogota zet zet eda_mobile device geraten stehlen beiliegend nachricht
525,2901,INC000009815794,4-Minor/Localized,4-Low,Service Request,EDA_S_BA_Datenablage,Ordner eröffnen im K 4 Stufe,sehr geehrte damen und herren  darf ich sie bitten frau rocio romero rob die ermächtigung zur ordnererstellung auf stufe 4 im k zu geben? vielen dank für ihre bemühungen.  beste grüsse,,stufe ermächtigung ordnererstellung stufe bemühungen
